DateTime,Probe.11,Probe.12,Probe.13,Probe.14,Probe.15,Probe.16,Probe.17,Probe.18
3/07/2012 14:40,283.5,138.8,112.7,67.72,103.7,147.3,207.8,104.4
3/07/2012 14:50,292.7,142.5,112.6,69.57,105.6,149.1,530,108.2
3/07/2012 15:00,530,142.5,116.4,71.45,105.6,154.7,530,110
3/07/2012 15:10,530,142.5,116.4,71.45,105.6,162.2,530,110
3/07/2012 15:20,300.2,140.7,118.3,73.33,107.5,167.9,530,111.9
3/07/2012 15:30,283.4,144.4,118.3,73.33,109.4,169.8,530,111.9
3/07/2012 15:40,287.1,142.5,118.3,75.22,111.2,184.8,230.2,115.7
3/07/2012 15:50,290.9,146.3,125.8,77.1,116.9,198,203.9,119.5
3/07/2012 16:00,294.6,144.4,123.9,78.98,116.9,194.3,237.7,121.3
3/07/2012 16:10,268.3,150.1,127.7,82.7,126.3,214.9,200.1,125.1
3/07/2012 16:20,283.4,157.6,137.1,90.3,137.6,277,215.2,143.9
3/07/2012 16:30,332.3,167,142.8,95.9,147,318.4,301.7,155.3
3/07/2012 16:40,356.7,182.1,156,109.1,160.2,530,530,194.8
3/07/2012 16:50,396.2,206.6,178.6,135.5,184.7,468.8,530,217.4
3/07/2012 17:00,530,227.3,188,148.7,194.1,339.2,530,277.6
3/07/2012 17:10,530,530,218.1,186.3,231.8,337.5,530,530
3/07/2012 17:20,530,530,250.1,233.4,256.2,350.6,530,530
3/07/2012 17:30,530,530,316.1,284.3,309,397.7,530,530
3/07/2012 17:40,530,530,319.8,327.6,318.4,422.2,530,530
3/07/2012 17:50,530,530,308.5,346.4,376.8,435.4,530,530
3/07/2012 18:00,530,530,316.1,530,530,409.1,530,524.4
3/07/2012 18:10,530,530,530,530,530,467.4,530,530
3/07/2012 18:20,509.6,530,530,530,530,491.9,530,530
3/07/2012 18:30,530,530,530,530,530,505.1,530,530
3/07/2012 18:40,530,530,530,506.5,530,478.7,530,530
3/07/2012 18:50,530,530,391.4,476.4,491.7,527.7,530,530
3/07/2012 19:00,502.1,530,530,461.3,530,530,530,530
3/07/2012 19:10,470,530,530,480.2,530,523.9,518.5,530
3/07/2012 19:20,477.6,423.2,530,506.5,530,493.8,494,505.5
3/07/2012 19:30,515.2,530,436.6,508.4,530,530,526,530
3/07/2012 19:40,530,370.4,530,480.1,471,512.6,524.2,530
3/07/2012 19:50,530,361,382,463.2,530,507,530,503.7
3/07/2012 20:00,513.3,404.3,395.2,523.5,530,525.8,530,530
3/07/2012 20:10,530,410,380.1,530,435.2,530,530,530
3/07/2012 20:20,530,530,406.5,530,530,533.3,530,530
3/07/2012 20:30,530,530,530,530,530,530,530,530
3/07/2012 20:40,530,530,530,530,530,523.9,530,530
3/07/2012 20:50,513.3,434.5,530,451.9,440.8,530,530,530
3/07/2012 21:00,530,530,530,508.4,530,530,530,530
3/07/2012 21:10,513.4,470.3,530,530,530,530,530,530
3/07/2012 21:20,530,447.7,402.7,530,530,530,530,530
3/07/2012 21:30,507.7,530,530,530,530,510.8,530,528.2
3/07/2012 21:40,530,530,530,510.3,530,456.1,530,473.5
3/07/2012 21:50,530,530,517.6,530,530,530,530,530
3/07/2012 22:00,530,530,530,527.2,525.6,508.9,530,530
3/07/2012 22:10,530.3,530,530,531,457.8,501.3,530,530
3/07/2012 22:20,511.5,398.7,468.6,530,530,530,530,530
3/07/2012 22:30,530,530,530,530,530,530,530,530
3/07/2012 22:40,530,530,530,530,530,530,530,530
3/07/2012 22:50,530,530,530,530,530,530,530,530
3/07/2012 23:00,517.1,530,530,530,530,530,530,530
3/07/2012 23:10,530,530,530,530,530,530,530,530
3/07/2012 23:20,530,485.3,468.6,530,530,503.2,530,530
3/07/2012 23:30,526.5,530,466.7,530,530,530,530,530
3/07/2012 23:40,530,530,530,530,530,530,530,530
3/07/2012 23:50,522.8,530,470.5,530,530,530,530,530
4/07/2012 0:00,530,530,421.5,530,530,530,530,530
4/07/2012 0:10,530,530,530,530,530,530,530,530
4/07/2012 0:20,500.2,524.9,530,530,530,530,530,530
4/07/2012 0:30,530,530,530,530,530,530,530,530
4/07/2012 0:40,520.9,494.7,530,530,530,530,530,530
4/07/2012 0:50,530,530,530,530,530,530,530,530
4/07/2012 1:00,530,530,474.3,530,530,531.5,530,513.1
4/07/2012 1:10,530,530,453.5,530,530,507,530,530
4/07/2012 1:20,530,524.9,530,530,530,531.5,530,530
4/07/2012 1:30,530,530,530,530,530,530,530,530
4/07/2012 1:40,530,498.5,530,530,530,530,530,530
4/07/2012 1:50,517.1,460.8,530,530,530,530,530,530
4/07/2012 2:00,530,494.7,532.6,530,530,530,530,530
4/07/2012 2:10,530,523,527,530,530,530,530,530
4/07/2012 2:20,530,460.8,500.6,530,508.6,530,530,530
4/07/2012 2:30,530,530,530,530,530,530,530,530
4/07/2012 2:40,507.7,530,530,530,530,530,530,530
4/07/2012 2:50,530,530,530,530,530,530,530,530
4/07/2012 3:00,507.7,440.2,530,530,530,530,530,530
4/07/2012 3:10,530,477.8,530,530,504.9,508.9,530,530
4/07/2012 3:20,532.2,530,530,530,530,530,530,530
4/07/2012 3:30,530,487.2,457.3,530,530,530,530,530
4/07/2012 3:40,530,532.4,485.6,530,530,530,530,530
4/07/2012 3:50,530,517.4,530,530,530,530,530,530
4/07/2012 4:00,530,436.4,479.9,530,530,530,530,530
4/07/2012 4:10,530,530,444.1,530,530,512.6,530,505.6
4/07/2012 4:20,530,423.2,530,530,530,530,530,530
4/07/2012 4:30,530,460.9,498.8,512.2,530,529.6,530,530
4/07/2012 4:40,530,530,530,530,530,530,530,530
4/07/2012 4:50,530,430.7,525.1,530,530,530,530,530
4/07/2012 5:00,530,530,530,530,530,530,530,530
4/07/2012 5:10,530,530,530,530,530,530,530,530
4/07/2012 5:20,530,530,530,530,530,530,530,530
4/07/2012 5:30,530,530,530,530,530,530,530,530
4/07/2012 5:40,530,530,530,530,530,530,530,530
4/07/2012 5:50,530,466.5,530,530,530,530,530,530
4/07/2012 6:00,530,457.1,530,530,530,530,530,530
4/07/2012 6:10,530,530,530,530,530,530,530,530
4/07/2012 6:20,530,530,530,530,530,530,531.7,530
4/07/2012 6:30,530,530,530,530,530,530,530,530
4/07/2012 6:40,530,530,530,530,530,530,530,530
4/07/2012 6:50,530,489.1,474.3,530,530,530,530,530
4/07/2012 7:00,530,487.2,393.3,510.3,521.8,512.6,527.9,501.8
4/07/2012 7:10,530,530,530,530,530,530,530,530
4/07/2012 7:20,530,530,530,530,510.5,530,529.8,530
4/07/2012 7:30,530,494.8,530,530,474.7,530,522.3,530
4/07/2012 7:40,505.8,447.7,493.1,530,519.9,530,520.4,530
4/07/2012 7:50,530,479.7,431,530,530,530,526.1,530
4/07/2012 8:00,530,383.6,415.9,532.8,438.9,530,430,530
4/07/2012 8:10,530,323.4,363.1,434.9,376.8,530,377.3,530
4/07/2012 8:20,530,330.9,380.1,433.1,408.8,530,409.3,494.2
4/07/2012 8:30,435.9,248,278.4,301.2,297.7,530,285,305.9
4/07/2012 8:40,434,225.4,255.8,259.8,277,530,348.9,249.4
4/07/2012 8:50,373.8,193.4,223.8,210.8,235.5,530,284.9,211.8
4/07/2012 9:00,274,167.1,197.4,156.2,196,530,228.4,174.1
4/07/2012 9:10,292.8,148.2,159.7,116.7,160.2,295.8,203.9,142.1
4/07/2012 9:20,334.1,140.7,146.6,101.6,145.1,271.4,198.3,130.8
4/07/2012 9:30,324.7,142.5,140.9,92.2,135.7,237.5,194.5,127
4/07/2012 9:40,347.3,150.1,140.9,92.2,137.6,267.6,215.2,136.4
4/07/2012 9:50,287.1,151.9,142.8,88.4,131.9,250.6,209.5,140.2
4/07/2012 10:00,336,150.1,139.1,86.5,132,233.8,217.1,134.6
4/07/2012 10:10,530,142.5,127.7,78.98,120.6,190.5,222.7,119.5
4/07/2012 10:20,530,142.5,133.4,82.7,126.3,218.7,213.3,123.2
4/07/2012 10:30,530,144.5,129.6,79,122.6,201.8,217.1,121.4
4/07/2012 10:40,530,142.5,125.8,78.98,122.5,199.9,224.6,117.6
4/07/2012 10:50,530,142.5,127.7,78.98,120.6,203.6,220.8,121.3
4/07/2012 11:00,530,140.7,125.8,78.98,120.6,196.1,218.9,119.5
4/07/2012 11:10,264.5,142.5,125.9,77.1,120.7,201.8,217,117.6
4/07/2012 11:20,245.7,138.8,124,77.1,118.8,201.8,209.5,119.5
4/07/2012 11:30,530,136.9,118.3,71.45,111.2,181,205.7,111.9
4/07/2012 11:40,530,138.8,118.3,71.45,111.2,175.5,209.5,111.9
4/07/2012 11:50,530,140.7,118.3,71.45,111.2,171.7,213.3,113.8
4/07/2012 12:00,530,138.8,116.4,71.45,111.2,171.7,209.5,111.9
4/07/2012 12:10,530,144.4,123.9,75.22,118.8,194.2,215.1,117.6
4/07/2012 12:20,290.9,138.8,122.1,73.33,113.1,179.2,185.1,115.7
4/07/2012 12:30,530,142.5,114.5,67.68,105.6,162.2,181.3,108.2
4/07/2012 12:40,530,136.9,112.7,65.8,103.7,158.5,205.8,104.4
4/07/2012 12:50,530,140.6,114.5,67.68,107.5,166,207.6,108.2
4/07/2012 13:00,530,142.6,114.6,67.7,105.6,156.7,530,106.3
4/07/2012 13:10,341.6,142.5,120.2,71.45,111.2,173.6,530,113.8
4/07/2012 13:20,349.1,142.5,122.1,75.22,116.9,186.7,530,119.5
4/07/2012 13:30,279.6,142.5,127.7,80.9,124.4,211.2,222.7,125.1
4/07/2012 13:40,315.3,140.7,116.4,73.33,111.2,177.3,202,113.8
4/07/2012 13:50,281.4,138.7,112.7,69.57,109.3,167.9,175.6,110
4/07/2012 14:00,285.2,136.9,112.7,67.68,105.6,184.8,194.4,106.3
4/07/2012 14:10,298.3,136.9,114.5,69.57,105.6,175.4,215.1,108.2
4/07/2012 14:20,290.8,136.9,114.5,69.57,107.5,186.7,222.6,110
4/07/2012 14:30,302.1,140.6,114.5,69.57,105.6,152.8,252.7,108.2
4/07/2012 14:40,273.9,138.8,116.4,71.45,109.4,158.5,194.5,111.9
4/07/2012 14:50,288.9,138.7,114.5,69.57,107.5,152.8,530,108.2
4/07/2012 15:00,530,142.5,120.2,73.34,113.1,173.6,530,115.7
4/07/2012 15:10,530,140.7,116.4,71.45,109.4,166,530,113.8
4/07/2012 15:20,336,140.7,122.1,75.22,113.1,183,530,117.6
4/07/2012 15:30,317.2,140.7,116.4,71.45,109.4,171.7,530,113.8
4/07/2012 15:40,285.2,142.5,120.2,75.22,115,194.2,220.8,119.5
4/07/2012 15:50,289,148.2,127.7,77.1,118.8,201.8,211.4,123.2
4/07/2012 16:00,302.2,159.5,139,92.2,135.7,248.9,245.3,144
4/07/2012 16:10,309.7,167,142.8,94.1,141.4,258.2,273.5,155.2
4/07/2012 16:20,290.9,165.2,142.8,95.9,147,286.4,243.4,168.4
4/07/2012 16:30,309.7,176.5,152.2,105.3,156.4,530,269.7,176
4/07/2012 16:40,341.7,189.6,165.4,112.9,165.8,530,299.9,200.4
4/07/2012 16:50,398.2,206.6,174.8,129.8,180.9,530,373.2,219.3
4/07/2012 17:00,462.2,232.9,193.6,146.8,196,365.6,530,268.2
4/07/2012 17:10,530,530,236.9,176.9,226.1,361.9,530,371.8
4/07/2012 17:20,530,530,280.3,231.5,263.8,382.6,530,530
4/07/2012 17:30,530,530,348.1,276.7,288.3,395.9,530,530
4/07/2012 17:40,530,530,530,338.9,305.2,442.9,530,530
4/07/2012 17:50,530,530,342.4,340.8,309,452.3,530,530
4/07/2012 18:00,530,530,338.7,530,346.7,473.1,530,530
4/07/2012 18:10,530,530,378.2,530,371.1,518.3,530,530
4/07/2012 18:20,530,530,372.6,457.5,530,499.4,530,530
4/07/2012 18:30,530,530,412.1,487.7,427.7,530,530,530
4/07/2012 18:40,530,530,440.4,495.2,530,530,530,530
4/07/2012 18:50,530,530,436.6,530,530,530,530,530
4/07/2012 19:00,530,530,457.3,530,530,530,530,530
4/07/2012 19:10,530,468.4,423.4,530,530,530,530,530
4/07/2012 19:20,530,530,419.6,530,530,530,530,530
4/07/2012 19:30,530,530,530,530,530,525.8,530,530
4/07/2012 19:40,530,530,530,530,530,530,530,530
4/07/2012 19:50,530,530,530,530,530,530,530,530
4/07/2012 20:00,530,530,438.5,530,530,530,530,530
4/07/2012 20:10,530,530,530,530,530,530,530,530
4/07/2012 20:20,530,530,530,532.9,512.4,530,530,530
4/07/2012 20:30,530,530,438.5,497.1,530,530,530,530
4/07/2012 20:40,530,530,530,530,530,508.9,530,520.6
4/07/2012 20:50,530,530,530,532.9,530,529.6,530,530
4/07/2012 21:00,530,530,530,530,530,530,530,530
4/07/2012 21:10,530,521.1,463,530,533.1,530,530,530
4/07/2012 21:20,530,530,449.8,530,530,530,530,530
4/07/2012 21:30,530,530,455.4,530,530,482.5,530,501.8
4/07/2012 21:40,530,530,530,530,530,530,530,530
4/07/2012 21:50,530,447.7,489.3,530,519.9,530,530,530
4/07/2012 22:00,530,496.7,527,530,530,530,530,530
4/07/2012 22:10,530,402.5,427.2,504.6,412.6,530,530,530
4/07/2012 22:20,530,406.3,397.1,485.8,429.6,530,524.2,530
4/07/2012 22:30,530,400.6,389.5,510.3,439,530,526,530
4/07/2012 22:40,530,428.8,406.5,530,463.4,530,533.6,530
4/07/2012 22:50,530,434.5,417.8,530,486,530,530,530
4/07/2012 23:00,530,421.3,417.8,530,530,530,530,530
4/07/2012 23:10,530,479.7,444.1,530,530,530,530,530
4/07/2012 23:20,530,511.7,530,530,530,530,530,530
4/07/2012 23:30,530,530,481.8,530,530,530,530,530
4/07/2012 23:40,530,530,530,530,530,525.8,530,530
4/07/2012 23:50,530,466.5,491.2,530,444.6,530,530,530
5/07/2012 0:00,530,477.8,415.9,470.7,467.2,533.3,530,530
5/07/2012 0:10,530,530,530,530,530,508.9,530,530
5/07/2012 0:20,530,530,530,530,530,529.6,530,530
5/07/2012 0:30,530,479.7,455.4,497.1,454,530,530,530
5/07/2012 0:40,530,430.7,410.2,480.1,416.3,530,530,530
5/07/2012 0:50,530,411.9,395.2,485.8,391.9,530,533.6,530
5/07/2012 1:00,530,402.5,372.6,485.8,401.3,530,529.8,530
5/07/2012 1:10,530,404.3,385.7,448.1,393.7,530,518.5,530
5/07/2012 1:20,530,468.4,385.7,482,530,530,530,530
5/07/2012 1:30,530,530,530,530,530,530,530,530
5/07/2012 1:40,530,530,530,532.9,530,531.5,530,530
5/07/2012 1:50,530,530,530,530,530,488.1,530,501.8
5/07/2012 2:00,530,530,530,530,530,505.1,530,530
5/07/2012 2:10,530,530,530,489.6,429.5,530,530,530
5/07/2012 2:20,530,447.7,400.8,450,401.3,530,530,530
5/07/2012 2:30,530,415.6,355.6,402.9,393.7,530,524.1,530
5/07/2012 2:40,530,453.3,372.6,451.9,397.5,530,533.5,530
5/07/2012 2:50,530,481.6,419.6,495.2,429.5,530,530,530
5/07/2012 3:00,530,492.9,417.8,530,467.2,530,530,530
5/07/2012 3:10,530,492.8,419.6,451.9,422,530,530,530
5/07/2012 3:20,530,425.1,383.9,416.1,367.4,530,530,530
5/07/2012 3:30,530,400.6,333,397.3,391.9,530,533.4,530
5/07/2012 3:40,530,387.4,336.8,389.8,369.3,530,530,530
5/07/2012 3:50,530,402.5,353.7,393.5,361.7,530,529.6,530
5/07/2012 4:00,530,423.2,361.3,355.9,393.8,530,530,530
5/07/2012 4:10,530,443.9,338.7,357.7,425.8,530,530,524.3
5/07/2012 4:20,530,460.8,370.7,363.4,406.9,530,530,530
5/07/2012 4:30,530,492.9,383.9,348.3,530,530,530,530
5/07/2012 4:40,530,475.9,389.5,372.8,478.5,530,530,530
5/07/2012 4:50,530,530,365,365.3,530,530,530,530
5/07/2012 5:00,530,468.4,398.9,391.6,442.7,530,530,530
5/07/2012 5:10,530,477.8,368.8,367.1,422,530,530,530
5/07/2012 5:20,530,451.4,344.3,384.1,405.1,530,530,530
5/07/2012 5:30,530,410,333,342.7,384.4,530,530,530
5/07/2012 5:40,530,472.2,393.3,386,530,530,530,530
5/07/2012 5:50,530,530,378.2,404.8,530,530,530,530
5/07/2012 6:00,530,530,383.9,480.2,530,530,530,530
5/07/2012 6:10,530,530,476.2,440.6,530,530,530,530
5/07/2012 6:20,530,530,383.9,412.3,440.8,530,530,530
5/07/2012 6:30,530,530,382,389.7,530,530,530,530
5/07/2012 6:40,530,530,406.5,459.4,497.3,530,530,530
5/07/2012 6:50,530,530,368.8,412.3,452.1,530,530,530
5/07/2012 7:00,530,459,383.9,391.6,378.7,530,530,530
5/07/2012 7:10,530,513.6,359.4,406.7,427.6,530,520.4,486.7
5/07/2012 7:20,530,530,519.5,363.4,530,530,530,456.6
5/07/2012 7:30,530,530,530,530,530,530,530,405.7
5/07/2012 7:40,530,530,530,530,530,530,530,530
5/07/2012 7:50,513.3,359.2,459.2,444.4,530,533.3,490.2,454.7
5/07/2012 8:00,492.5,306.4,372.6,391.6,399.4,530,441.2,375.6
5/07/2012 8:10,430.3,255.6,310.4,295.6,327.8,530,382.8,304
5/07/2012 8:20,420.9,234.8,280.3,259.8,297.7,530,364,277.7
5/07/2012 8:30,396.4,217.9,253.9,225.9,273.2,530,335.7,245.7
5/07/2012 8:40,358.8,197.2,227.5,193.9,246.8,530,305.6,217.4
5/07/2012 8:50,311.7,174.6,201.2,161.9,220.5,515.9,262.3,187.3
5/07/2012 9:00,307.8,159.5,169.2,124.2,182.8,348.5,228.4,151.5
5/07/2012 9:10,315.4,157.6,171.1,120.4,186.6,530,237.8,151.5
5/07/2012 9:20,330.4,153.9,157.9,109.1,173.4,359.7,222.7,143.9
5/07/2012 9:30,300.3,146.3,150.3,103.5,160.2,316.5,209.5,136.4
5/07/2012 9:40,530,142.5,133.4,84.6,137.6,250.7,196.4,119.5
5/07/2012 9:50,289,144.4,139,86.5,141.4,308.9,205.8,123.2
5/07/2012 10:00,319.1,146.3,142.8,92.2,148.9,327.8,215.2,128.9
5/07/2012 10:10,337.9,144.4,137.1,88.4,141.4,256.3,213.3,127
5/07/2012 10:20,289,142.5,137.1,88.4,141.4,277,209.5,128.9
5/07/2012 10:30,257,140.7,127.7,80.9,128.2,222.4,207.6,117.6
5/07/2012 10:40,530,136.9,125.8,80.9,124.4,213,207.6,115.7
5/07/2012 10:50,253.2,138.8,129.6,80.9,128.2,235.6,202,117.6
5/07/2012 11:00,530,142.5,125.9,77.1,124.4,203.7,207.7,113.8
5/07/2012 11:10,264.5,140.7,129.6,80.9,130.1,239.4,209.5,121.3
5/07/2012 11:20,530,138.8,124,77.1,122.5,209.3,205.8,115.7
5/07/2012 11:30,311.5,138.8,125.8,78.98,124.4,218.7,205.7,115.7
5/07/2012 11:40,530,140.7,122.1,75.23,118.8,194.2,207.6,111.9
5/07/2012 11:50,324.7,136.9,122.1,75.21,116.9,205.5,202,111.9
5/07/2012 12:00,530,140.7,120.2,73.33,115,186.8,203.9,108.2
5/07/2012 12:10,358.6,138.8,120.2,73.33,113.1,186.8,190.8,110.1
5/07/2012 12:20,428.1,142.5,118.3,71.45,113.1,179.2,198.2,108.2
5/07/2012 12:30,373.6,140.6,116.4,71.45,113.1,184.8,190.7,108.2
5/07/2012 12:40,530,144.4,118.3,71.45,111.2,173.6,215.1,106.3
5/07/2012 12:50,530,140.7,118.3,73.33,113.1,184.8,226.4,110.1
5/07/2012 13:00,307.8,138.8,123.9,78.98,120.6,205.5,220.8,115.7
5/07/2012 13:10,332.2,140.6,120.2,75.22,115,184.8,217,110
5/07/2012 13:20,347.3,140.7,122.1,77.1,116.9,194.3,217.1,111.9
5/07/2012 13:30,311.5,142.5,125.8,78.98,120.6,211.2,218.9,117.6
5/07/2012 13:40,317.2,138.8,120.2,75.21,113.1,181.1,196.3,110
5/07/2012 13:50,281.4,138.8,120.2,75.22,113.1,243.1,179.4,111.9
5/07/2012 14:00,300.2,140.7,118.3,73.34,111.2,196.1,198.2,108.2
5/07/2012 14:10,328.5,138.8,118.3,75.22,113.1,224.4,213.3,113.8
5/07/2012 14:20,328.4,142.5,124,77.1,115,199.9,530,113.8
5/07/2012 14:30,324.7,142.6,125.9,80.9,122.6,201.8,273.5,121.4
5/07/2012 14:40,309.7,150.1,140.9,95.9,137.6,243.2,241.5,138.3
5/07/2012 14:50,305.9,157.6,150.3,107.2,145.1,271.4,243.4,149.6
5/07/2012 15:00,315.4,167.1,161.6,118.5,158.3,305.3,252.9,162.8
5/07/2012 15:10,311.6,172.7,171,131.7,169.6,344.8,264.1,179.7
5/07/2012 15:20,319.2,176.5,178.6,141.1,179,344.8,271.7,189.2
5/07/2012 15:30,311.6,174.6,180.5,143,184.7,386.1,264.2,192.9
5/07/2012 15:40,317.3,172.7,171,133.6,171.5,352.3,254.7,174.1
5/07/2012 15:50,304.1,163.3,163.5,122.3,164,329.7,230.3,160.9
5/07/2012 16:00,309.7,163.3,156,114.8,156.4,316.5,234,145.8
5/07/2012 16:10,328.5,176.5,169.1,131.7,177.1,480.1,249.1,164.7
5/07/2012 16:20,360.5,193.4,186.1,148.7,186.6,487.6,262.3,179.7
5/07/2012 16:30,426.4,229.2,221.9,197.6,226.1,530,307.4,238.1
5/07/2012 16:40,466,268.7,276.5,299.3,278.9,530,437.3,530
5/07/2012 16:50,530,295.1,325.5,530,307.1,527.7,530,530
5/07/2012 17:00,530,344.1,359.4,530,367.4,503.2,530,530
5/07/2012 17:10,530,530,530,530,530,490,530,530
5/07/2012 17:20,530,530,530,530,530,520.2,530,530
5/07/2012 17:30,530,530,530,530,530,530,530,530
5/07/2012 17:40,530,530,530,530,530,530,530,530
5/07/2012 17:50,530,530,419.7,530,530,530,530,530
5/07/2012 18:00,530,530,530,530,530,523.9,530,530
5/07/2012 18:10,530,530,530,530,530,530,530,530
5/07/2012 18:20,530,530,530,530,530,530,530,515
5/07/2012 18:30,530,530,530,530,530,530,530,530
5/07/2012 18:40,530,530,530,530,530,530,530,530
5/07/2012 18:50,530,530,530,530,530,531.5,530,530
5/07/2012 19:00,530,530,530,530,530,530,530,530
5/07/2012 19:10,530,530,530,530,530,530,530,530
5/07/2012 19:20,530,530,530,530,530,530,530,530
5/07/2012 19:30,530,530,455.4,530,530,499.4,530,518.7
5/07/2012 19:40,530,530,530,530,530,522,530,530
5/07/2012 19:50,530,530,530,530,530,531.5,530,530
5/07/2012 20:00,530,530,478,530,530,499.4,530,530
5/07/2012 20:10,530,530,530,530,530,507,530,530
5/07/2012 20:20,530,530,530,530,530,527.7,530,530
5/07/2012 20:30,530,530,530,530,530,530,530,530
5/07/2012 20:40,530,530,530,530,530,530,530,530
5/07/2012 20:50,530,447.7,511.9,530,530,530,530,530
5/07/2012 21:00,530,440.1,513.8,530,530,530,531.7,530
5/07/2012 21:10,530,509.8,530,530,530,530,530,530
5/07/2012 21:20,530,500.4,481.8,530,530,530,531.7,530
5/07/2012 21:30,530,472.1,502.5,530,530,530,530,530
5/07/2012 21:40,530,521.1,530,530,530,530,530,530
5/07/2012 21:50,530,530,530,530,530,530,530,503.7
5/07/2012 22:00,530,530,530,530,530,530,530,530
5/07/2012 22:10,530,530,530,530,530,530,530,530
5/07/2012 22:20,530,530,530,530,530,530,530,530
5/07/2012 22:30,530,530,530,530,530,530,530,530
5/07/2012 22:40,530,530,525.1,530,530,530,530,530
5/07/2012 22:50,530,530,530,530,530,530,530,530
5/07/2012 23:00,530,530,530,530,530,530,530,530
5/07/2012 23:10,530,530,530,530,530,530,530,530
5/07/2012 23:20,530,530,530,530,530,530,530,530
5/07/2012 23:30,530,530,530,530,530,530,530,530
5/07/2012 23:40,530,530,530,530,530,530,530,530
5/07/2012 23:50,530,530,530,530,530,530,530,530
6/07/2012 0:00,530,524.9,530,530,530,530,530,530
6/07/2012 0:10,530,530,530,530,530,530,530,530
6/07/2012 0:20,530,521.1,530,530,530,530,530,530
6/07/2012 0:30,530,530,530,530,530,530,530,530
6/07/2012 0:40,530,530,530,530,530,530,530,530
6/07/2012 0:50,530,530,530,530,530,530,530,530
6/07/2012 1:00,530,530,530,530,530,530,530,530
6/07/2012 1:10,530,530,530,530,530,530,530,530
6/07/2012 1:20,530,530,530,530,530,530,530,530
6/07/2012 1:30,530,530,530,530,530,530,530,530
6/07/2012 1:40,530,530,530,530,530,530,530,530
6/07/2012 1:50,530,530,530,530,530,530,530,530
6/07/2012 2:00,530,530,530,530,530,530,530,530
6/07/2012 2:10,530,521.1,530,530,530,530,530,530
6/07/2012 2:20,530,530,530,530,530,530,530,530
6/07/2012 2:30,530,530,530,530,530,530,530,530
6/07/2012 2:40,530,530,530,530,530,530,530,530
6/07/2012 2:50,530,530,530,530,530,530,530,530
6/07/2012 3:00,530,530,530,530,530,530,530,530
6/07/2012 3:10,530,530,530,530,530,530,530,530
6/07/2012 3:20,530,530,530,530,530,530,530,530
6/07/2012 3:30,530,530,530,530,530,530,530,530
6/07/2012 3:40,530,530,530,530,530,530,530,530
6/07/2012 3:50,530,515.5,530,530,530,530,530,530
6/07/2012 4:00,530,530,530,530,530,530,530,530
6/07/2012 4:10,530,491,530,530,530,530,530,530
6/07/2012 4:20,530,515.5,530,530,530,530,530,530
6/07/2012 4:30,530,530,530,530,530,530,530,530
6/07/2012 4:40,530,530,530,530,530,530,530,530
6/07/2012 4:50,530,530,530,530,530,530,530,530
6/07/2012 5:00,530,530,517.6,530,530,530,530,530
6/07/2012 5:10,530,530,530,530,530,530,530,530
6/07/2012 5:20,530,530,530,530,530,530,530,530
6/07/2012 5:30,530,530,517.6,530,530,530,530,530
6/07/2012 5:40,530,530,525.1,530,530,530,530,530
6/07/2012 5:50,530,530,530.8,530,530,530,530,530
6/07/2012 6:00,530,530.5,483.7,530,530,530,530,530
6/07/2012 6:10,530,530,491.2,530,530,530,530,530
6/07/2012 6:20,530,509.8,485.6,530,527.5,530,530,530
6/07/2012 6:30,530,530,479.9,530,527.5,530,530,530
6/07/2012 6:40,530,513.6,457.3,529.1,518.1,530,530,530
6/07/2012 6:50,530,487.2,502.5,530,530,530,530,530
6/07/2012 7:00,530,530,461.1,517.8,530,530,530,530
6/07/2012 7:10,530,530,461.1,527.2,521.8,530,530,530
6/07/2012 7:20,530,460.8,444.1,491.4,482.3,530,531.6,530
6/07/2012 7:30,530,479.7,432.8,467,484.1,530,524.1,526.2
6/07/2012 7:40,505.7,406.2,395.2,414.2,429.5,529.4,477,460.3
6/07/2012 7:50,458.6,325.2,342.4,355.8,373,530,416.8,386.9
6/07/2012 8:00,443.5,285.7,306.6,308.8,357.9,529.3,392.3,336.1
6/07/2012 8:10,424.6,251.8,274.6,261.7,310.8,489.7,348.9,292.7
6/07/2012 8:20,486.6,246.2,270.9,250.4,307.1,489.7,365.8,270.1
6/07/2012 8:30,454.7,231.1,255.8,227.8,290.1,517.9,350.8,256.9
6/07/2012 8:40,360.6,206.6,231.3,199.5,260,491.5,313.1,228.7
6/07/2012 8:50,334.2,176.5,188,150.5,201.6,359.8,256.6,174.1
6/07/2012 9:00,324.8,172.7,184.2,143,205.4,453.8,245.3,172.2
6/07/2012 9:10,315.4,165.2,176.7,129.9,196,530,241.6,164.7
6/07/2012 9:20,347.4,159.5,167.3,120.4,188.4,530,228.4,155.2
6/07/2012 9:30,319.1,157.6,161.6,112.9,175.2,530,222.7,149.6
6/07/2012 9:40,311.6,155.7,157.9,109.1,171.5,530,222.7,147.7
6/07/2012 9:50,530,150.1,146.5,97.8,156.4,312.7,209.5,134.5
6/07/2012 10:00,274,150.1,148.4,101.6,158.3,404.8,215.2,138.3
6/07/2012 10:10,298.4,148.2,144.7,94.1,152.7,530,209.5,132.6
6/07/2012 10:20,302.2,144.4,140.9,94.1,147,295.8,205.8,130.8
6/07/2012 10:30,307.8,142.5,133.4,84.6,135.7,245,205.7,121.3
6/07/2012 10:40,311.5,142.5,127.7,78.98,126.3,214.9,207.6,115.7
